png_path,tif_source,label_int,gx,gy,split_bloque
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0002_c0097_lat-4.52454_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,2,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0003_c0032_lat-4.53604_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,3,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0003_c0033_lat-4.53604_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,3,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0003_c0062_lat-4.53604_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,3,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0003_c0063_lat-4.53604_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,3,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0003_c0096_lat-4.53604_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,3,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0003_c0097_lat-4.53604_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,3,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0004_c0032_lat-4.54754_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,4,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0004_c0033_lat-4.54754_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,4,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0004_c0062_lat-4.54754_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,4,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0004_c0063_lat-4.54754_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,4,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0004_c0096_lat-4.54754_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,4,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0004_c0097_lat-4.54754_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,4,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0005_c0032_lat-4.55904_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,5,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0005_c0033_lat-4.55904_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,5,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0005_c0062_lat-4.55904_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,5,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0005_c0063_lat-4.55904_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,5,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0005_c0096_lat-4.55904_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,5,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0005_c0097_lat-4.55904_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,5,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0006_c0032_lat-4.57054_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,6,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0006_c0033_lat-4.57054_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,6,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0006_c0062_lat-4.57054_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,6,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0006_c0063_lat-4.57054_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,6,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0006_c0096_lat-4.57054_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,6,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0006_c0097_lat-4.57054_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,6,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0007_c0032_lat-4.58204_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,7,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0007_c0033_lat-4.58204_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,7,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0007_c0062_lat-4.58204_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,7,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0007_c0063_lat-4.58204_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,7,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0007_c0096_lat-4.58204_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,7,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0007_c0097_lat-4.58204_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,7,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0008_c0032_lat-4.59354_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,8,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0008_c0033_lat-4.59354_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,8,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0008_c0062_lat-4.59354_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,8,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0008_c0063_lat-4.59354_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,8,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0008_c0096_lat-4.59354_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,8,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0008_c0097_lat-4.59354_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,8,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0009_c0032_lat-4.60503_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,9,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0009_c0033_lat-4.60503_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,9,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0009_c0062_lat-4.60503_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,9,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0009_c0063_lat-4.60503_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,9,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0009_c0096_lat-4.60503_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,9,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0009_c0097_lat-4.60503_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,9,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0010_c0032_lat-4.61653_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,10,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0010_c0033_lat-4.61653_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,10,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0010_c0062_lat-4.61653_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,10,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0010_c0063_lat-4.61653_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,10,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0010_c0096_lat-4.61653_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,10,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0010_c0097_lat-4.61653_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,10,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0011_c0032_lat-4.62803_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,11,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0011_c0033_lat-4.62803_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,11,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0011_c0062_lat-4.62803_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,11,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0011_c0063_lat-4.62803_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,11,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0011_c0096_lat-4.62803_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,11,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0011_c0097_lat-4.62803_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,11,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0012_c0032_lat-4.63953_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,12,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0012_c0033_lat-4.63953_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,12,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0012_c0062_lat-4.63953_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,12,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0012_c0063_lat-4.63953_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,12,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0012_c0096_lat-4.63953_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,12,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0012_c0097_lat-4.63953_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,12,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0013_c0032_lat-4.65103_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,13,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0013_c0033_lat-4.65103_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,13,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0013_c0062_lat-4.65103_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,13,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0013_c0063_lat-4.65103_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,13,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0013_c0096_lat-4.65103_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,13,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0013_c0097_lat-4.65103_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,13,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0014_c0032_lat-4.66253_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,14,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0014_c0033_lat-4.66253_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,14,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0014_c0062_lat-4.66253_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,14,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0014_c0063_lat-4.66253_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,14,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0014_c0096_lat-4.66253_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,14,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0014_c0097_lat-4.66253_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,14,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0015_c0032_lat-4.67402_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,15,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0015_c0033_lat-4.67402_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,15,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0015_c0062_lat-4.67402_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,15,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0015_c0063_lat-4.67402_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,15,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0015_c0096_lat-4.67402_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,15,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0015_c0097_lat-4.67402_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,15,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0016_c0032_lat-4.68552_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,16,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0016_c0033_lat-4.68552_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,16,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0016_c0062_lat-4.68552_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,16,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0016_c0063_lat-4.68552_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,16,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0016_c0096_lat-4.68552_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,16,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0016_c0097_lat-4.68552_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,16,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0017_c0032_lat-4.69702_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,17,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0017_c0033_lat-4.69702_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,17,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0017_c0062_lat-4.69702_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,17,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0017_c0063_lat-4.69702_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,17,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0017_c0096_lat-4.69702_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,17,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0017_c0097_lat-4.69702_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,17,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0018_c0032_lat-4.70852_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,18,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0018_c0033_lat-4.70852_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,18,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0018_c0062_lat-4.70852_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,18,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0018_c0063_lat-4.70852_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,18,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0018_c0096_lat-4.70852_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,18,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0018_c0097_lat-4.70852_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,18,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0019_c0032_lat-4.72002_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,19,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0019_c0033_lat-4.72002_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,19,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0019_c0062_lat-4.72002_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,19,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0019_c0063_lat-4.72002_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,19,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0019_c0096_lat-4.72002_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,19,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0019_c0097_lat-4.72002_lon-57.21756_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,97,19,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0020_c0032_lat-4.73152_lon-57.96496_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,32,20,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0020_c0033_lat-4.73152_lon-57.95346_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,33,20,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0020_c0062_lat-4.73152_lon-57.62001_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,62,20,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0020_c0063_lat-4.73152_lon-57.60851_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,63,20,train
sem_garimpo/v3_new_ret_s2_median_2024_dry-0000000000-0000000000_r0020_c0096_lat-4.73152_lon-57.22906_sem_garimpo.png,v3_new_ret_s2_median_2024_dry-0000000000-0000000000.tif,0,96,20,train
